id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande
CMD100948,2025-10-22,C1682,Lomé,Mode,Produit_Mode_10,20.38,3,0.21,8.84,Virement,Email,0.86,Livrée
CMD100949,2025-08-18,C0094,Abidjan,Beauté,Produit_Beauté_39,26.81,3,0.02,09.09,Virement,Influenceur,18.29,retournée
CMD100950,2025-11-23,C1221,Dakar,Beauté,Produit_Beauté_23,19.89,2,0.15,6.87,Carte,Instagram Ads,9.23,Livrée
CMD100951,2025-07-21,C0976,Dakar,Mode,Produit_Mode_46,40.97,3,0.12,8.28,Paiement à la livraison,Instagram Ads,10.91,Livrée
CMD100952,2025-12-14,C0198,Abidjan,Électronique,Produit_Électronique_11,339.2,3,0.05,4.34,Mobile Money,Google Ads,6.73,Livrée
CMD100953,2025-08-19,C0209,Dakar,Mode,Produit_Mode_18,43.6,3,0.26,9.26,Carte,Instagram Ads,6.53,Livrée
CMD100954,2025-10-14,C0343,Abidjan,Mode,Produit_Mode_5,-6.75,3,0.28,04.04,Mobile Money,Google Ads,3.77,Livrée
CMD100955,2025-08-15,C0899,Libreville,Mode,Produit_Mode_45,40.78,3,0.23,5.67,Paiement à la livraison,Influenceur,17.03,Livrée
CMD100956,2025-09-22,C1817,Abidjan,electronique,Produit_Électronique_50,402.4,1,0.0,3.43,Paiement à la livraison,Email,1.28,Livrée
CMD100957,2025-07-11,C1688,Kinshasa,Électronique,Produit_Électronique_26,352.02,2,0.09,4.36,Virement,Email,0.7,Livrée
CMD100958,2025-12-04,C1171,Douala,Électronique,Produit_Électronique_34,245.67,3,0.15,8.52,Carte,Instagram Ads,5.82,Livrée
CMD100959,2025-07-28,C0021,Kinshasa,Mode,Produit_Mode_34,28.78,3,0.11,6.72,Mobile Money,Instagram Ads,6.38,Livrée
CMD100960,2025-11-15,C0376,Kinshasa,electronique,Produit_Mode_34,27.04,0,0.16,6.45,Paiement à la livraison,Email,1.57,retournée
CMD100961,2025-12-09,C0388,Abidjan,Mode,Produit_Mode_20,57.03,3,0.13,6.79,Paiement à la livraison,Instagram Ads,10.58,Livrée
CMD100962,2025-09-12,C0216,Kinshasa,Maison,Produit_Maison_45,124.64,3,0.01,9.62,Carte,Email,0.55,Livrée
CMD100963,2025-11-10,C0949,Douala,Électronique,Produit_Électronique_12,384.09,1,-0.1,7.9,Carte,Instagram Ads,10.63,Livrée
CMD100964,2025-11-27,C1425,Libreville,Maison,Produit_Maison_27,142.05,3,0.02,7.2,Paiement à la livraison,Email,1.32,Livrée
CMD100965,2025-09-21,C0091,Abidjan,Électronique,Produit_Électronique_30,386.78,2,0.03,3.85,Mobile Money,Influenceur,5.46,Livrée
CMD100966,2025-07-24,C0354,Kinshassa,Électronique,Produit_Électronique_46,374.18,2,0.06,9.21,Mobile Money,Email,0.95,Livrée
CMD100967,2025-08-01,C0361,Libreville,Maison,Produit_Maison_6,165.74,2,0.04,4.57,Virement,Google Ads,5.77,Livrée
CMD100968,2025-11-12,C1488,Cotonou,Électronique,Produit_Électronique_25,354.83,2,0.06,3.47,Mobile Money,Email,1.24,Livrée
CMD100969,2025-11-18,C0393,Kinshasa,Beauté,Produit_Beauté_37,27.53,1,0.29,9.7,Virement,Instagram Ads,8.36,Livrée
CMD100970,2025-12-16,C0332,Abidjan,Électronique,Produit_Électronique_50,489.22,3,0.14,03.08,Mobile Money,Instagram Ads,8.9,Livrée
CMD100971,2025-12-30,C0157,Abidjan,Électronique,Produit_Électronique_19,437.94,3,0.19,2.44,Paiement à la livraison,Instagram Ads,5.24,Livrée
CMD100972,2025-12-08,C0067,Douala,Mode,Produit_Mode_1,19.35,1,0.26,3.34,Virement,Google Ads,6.59,retournée
CMD100973,2025-10-26,C0255,Douala,Mode,Produit_Mode_16,65.54,1,0.1,7.44,Paiement à la livraison,Influenceur,19.88,retournée
CMD100974,2025-08-25,C0243,Lomé,Maison,Produit_Maison_6,129.35,1,0.02,7.72,Paiement à la livraison,Google Ads,6.65,Livrée
CMD100975,2025-12-01,C0501,Douala,Maison,Produit_Maison_4,166.6,1,0.07,04.05,Mobile Money,Email,0.6,Livrée
CMD100976,2025-08-17,C0334,Kinshassa,Beauté,Produit_Beauté_3,30.8,3,0.06,3.14,Mobile Money,Google Ads,03.07,Livrée
CMD100977,2025-12-18,C0308,Kinshasa,Maison,Produit_Maison_4,87.66,2,0.01,9.64,Carte,Email,0.86,Livrée
CMD100978,2025-07-28,C0091,Cotonou,Électronique,Produit_Électronique_40,611.4,1,0.06,8.66,Virement,Instagram Ads,5.5,Livrée
CMD100979,2025-12-17,C1218,Dakar,Mode,Produit_Mode_30,37.43,2,0.12,4.28,Mobile Money,Email,1.64,Livrée
CMD100980,2025-11-26,C0018,Kinshasa,Électronique,Produit_Électronique_21,493.44,1,0.3,6.2,Virement,Instagram Ads,7.68,retournée
CMD100981,2025-10-03,C1679,Douala,Maison,Produit_Maison_36,75.11,1,0.01,3.16,Paiement à la livraison,Google Ads,5.41,Annulée
CMD100982,2025-07-17,C0068,Abidjan,Mode,Produit_Mode_22,32.62,1,0.05,7.78,Virement,Google Ads,5.58,Livrée
CMD100983,2025-11-12,C0107,Dakar,Mode,Produit_Mode_7,41.8,1,0.06,9.48,Carte,Google Ads,3.23,Livrée
CMD100984,2025-11-24,C1288,Dakar,Maison,Produit_Maison_31,-50.0,1,0.04,5.47,Carte,Email,1.4,Livrée
CMD100985,2025-12-24,C1614,Kinshasa,Électronique,Produit_Électronique_28,294.71,2,0.08,5.85,Virement,Google Ads,5.47,Livrée
CMD100986,2025-12-03,C0531,Kinshassa,Mode,Produit_Mode_9,56.99,1,0.23,03.05,Virement,Instagram Ads,8.44,Livrée
CMD100987,2025-12-05,C0266,Abidjan,Électronique,Produit_Électronique_32,573.56,2,0.05,9.58,Paiement à la livraison,Instagram Ads,11.99,Livrée
CMD100988,2025-08-16,C0476,Dakar,Mode,Produit_Mode_1,45.53,1,0.14,3.25,Mobile Money,Instagram Ads,7.56,Livrée
CMD100989,2025-07-31,C0320,Dakar,Beauté,Produit_Beauté_40,10.09,2,0.01,2.21,Mobile Money,Email,0.69,Livrée
CMD100990,2025-10-15,C0170,Cotonou,Maison,Produit_Maison_1,57.85,1,0.29,5.19,Mobile Money,Instagram Ads,10.49,Livrée
CMD100991,2025-12-11,C0144,Kinshasa,Maison,Produit_Maison_20,125.56,1,0.05,7.4,Carte,Google Ads,3.66,Livrée
CMD100992,2025-09-15,C0165,Dakar,Maison,Produit_Maison_44,166.35,3,0.03,6.85,Carte,Google Ads,3.67,Livrée
CMD100993,2025-09-24,C0370,Abidjan,Maison,Produit_Maison_12,119.12,1,0.04,8.77,Carte,Google Ads,04.03,Livrée
CMD100994,2025-08-19,C0173,Dakar,Mode,Produit_Mode_31,52.93,3,0.19,5.1,Paiement à la livraison,Email,1.9,Livrée
CMD100995,2025-07-10,C0986,Douala,Mode,Produit_Mode_30,53.19,3,0.12,8.68,Virement,Instagram Ads,13.19,Livrée
CMD100996,2025-10-14,C0114,Dakar,Mode,Produit_Mode_37,33.88,1,0.22,3.28,Virement,Google Ads,5.47,Livrée
CMD100997,2025-12-21,C0274,Libreville,Beauté,Produit_Beauté_23,22.51,1,0.05,2.61,Virement,Instagram Ads,11.51,retournée
CMD100998,2025-07-17,C0574,Douala,Électronique,Produit_Électronique_41,220.33,2,0.03,5.36,Paiement à la livraison,Email,1.63,Livrée
CMD100999,2025-11-14,C1169,Cotonou,Beauté,Produit_Beauté_39,30.81,0,0.12,6.73,Mobile Money,Instagram Ads,10.85,Livrée
CMD101000,2025-07-30,C1539,Douala,Maison,Produit_Maison_18,124.49,3,0.22,3.37,Carte,Instagram Ads,5.58,Livrée
CMD101001,2025-10-14,C0121,Kinshassa,Beauté,Produit_Beauté_14,24.66,1,0.09,4.52,Virement,Influenceur,17.65,Livrée
CMD101002,2025-11-12,C0057,Douala,electronique,Produit_Beauté_6,31.35,2,0.01,3.27,Mobile Money,Influenceur,10.58,Livrée
CMD101003,2025-10-22,C0247,Kinshasa,Maison,Produit_Maison_13,108.15,2,0.07,09.03,Mobile Money,Influenceur,13.48,Livrée
CMD101004,2025-09-26,C1500,Abidjan,Mode,Produit_Mode_50,57.19,3,0.09,6.14,Virement,Google Ads,6.78,Livrée
CMD101005,2025-09-22,C0050,Douala,Maison,Produit_Maison_14,170.95,1,0.2,09.02,Mobile Money,Instagram Ads,8.15,Livrée
CMD101006,2025-07-10,C0365,Abidjan,Beauté,Produit_Beauté_1,41.3,2,0.17,2.25,Carte,Instagram Ads,13.61,Livrée
CMD101007,2025-09-18,C1407,Kinshasa,Maison,Produit_Maison_22,125.88,1,-0.1,2.12,Carte,Email,0.72,Livrée
CMD101008,2025-10-28,C0211,Kinshassa,Électronique,Produit_Électronique_2,591.04,2,0.12,9.1,Virement,Instagram Ads,11.3,Livrée
CMD101009,2025-11-25,C1308,Kinshasa,Mode,Produit_Mode_13,31.18,1,-0.1,2.18,Virement,Instagram Ads,5.4,Livrée
CMD101010,2025-08-19,C0272,Dakar,Électronique,Produit_Électronique_43,530.69,3,0.14,2.39,Paiement à la livraison,Instagram Ads,06.08,Livrée
CMD101011,2025-07-31,C0080,Kinshasa,Beauté,Produit_Beauté_40,11.53,1,0.18,2.36,Carte,Instagram Ads,10.32,Livrée
CMD101012,2025-11-21,C0105,Douala,Mode,Produit_Mode_10,-50.0,2,0.07,5.52,Virement,Instagram Ads,6.56,Livrée
CMD101013,2025-12-28,C1175,Lomé,Mode,Produit_Mode_20,30.45,3,0.21,5.76,Carte,Email,1.69,Livrée
CMD101014,2025-12-04,C1107,Dakar,Mode,Produit_Mode_2,48.2,3,0.07,5.28,Mobile Money,Influenceur,9.1,Livrée
CMD101015,2025-10-29,C0103,Kinshasa,Mode,Produit_Mode_6,51.56,2,0.21,09.01,Carte,Google Ads,5.17,Livrée
CMD101016,2025-10-18,C0360,Douala,Maison,Produit_Maison_40,105.0,1,0.14,5.19,Paiement à la livraison,Instagram Ads,11.34,Livrée
CMD101017,2025-09-30,C0101,Cotonou,electronique,Produit_Mode_49,63.53,2,-0.1,04.05,Carte,Influenceur,11.15,Livrée
CMD101018,2025-10-28,C0047,Kinshassa,Beauté,Produit_Beauté_7,22.08,1,0.07,8.26,Paiement à la livraison,Instagram Ads,11.2,Livrée
CMD101019,2025-10-25,C0329,Kinshasa,Beauté,Produit_Beauté_31,27.21,3,0.15,7.3,Paiement à la livraison,Instagram Ads,13.32,Livrée
CMD101020,2025-08-29,C0294,Abidjan,Beauté,Produit_Beauté_24,32.5,2,0.18,8.75,Virement,Instagram Ads,5.62,Livrée
CMD101021,2025-10-09,C0340,Libreville,Beauté,Produit_Beauté_30,21.07,2,0.06,4.6,Virement,Email,0.92,Livrée
CMD101022,2025-11-02,C0243,Dakar,Électronique,Produit_Électronique_30,164.11,3,0.22,3.65,Paiement à la livraison,Instagram Ads,7.83,retournée
CMD101023,2025-08-13,C0178,Kinshasa,Mode,Produit_Mode_33,57.35,2,0.23,8.56,Mobile Money,Email,0.95,Livrée
CMD101024,2025-07-27,C0365,Brazzaville,Beauté,Produit_Beauté_36,24.82,1,0.28,8.68,Virement,Instagram Ads,14.98,Livrée
CMD101025,2025-12-14,C0154,Kinshasa,Mode,Produit_Mode_38,37.29,1,0.28,7.57,Paiement à la livraison,Email,1.14,Livrée
CMD101026,2025-10-14,C0124,Abidjan,electronique,Produit_Électronique_25,248.18,3,0.01,09.01,Paiement à la livraison,Google Ads,5.55,Livrée
CMD101027,2025-07-17,C0355,Abidjan,Mode,Produit_Mode_37,-50.0,3,0.2,9.7,Paiement à la livraison,Email,1.5,Livrée
CMD101028,2025-09-26,C0120,Abidjan,Mode,Produit_Mode_48,45.85,1,0.28,9.17,Carte,Influenceur,10.03,Livrée
CMD101029,2025-12-30,C0249,Abidjan,Mode,Produit_Mode_21,41.19,1,0.13,07.09,Paiement à la livraison,Email,1.39,Livrée
CMD101030,2025-11-20,C0227,Douala,Maison,Produit_Maison_39,-50.0,3,0.08,08.09,Carte,Instagram Ads,8.0,Livrée
CMD101031,2025-07-28,C1221,Kinshasa,Électronique,Produit_Électronique_21,492.73,2,0.02,3.8,Paiement à la livraison,Google Ads,3.24,Livrée
CMD101032,2025-11-04,C0125,Douala,Maison,Produit_Maison_38,140.83,1,0.16,3.58,Mobile Money,Instagram Ads,6.32,Annulée
CMD101033,2025-12-10,C1550,Kinshasa,Beauté,Produit_Beauté_29,21.74,2,-0.1,06.07,Mobile Money,Instagram Ads,6.42,Livrée
CMD101034,2025-11-14,C0315,Brazzaville,Mode,Produit_Mode_14,25.17,1,0.24,7.65,Mobile Money,Google Ads,6.42,Livrée
CMD101035,2025-12-22,C0613,Kinshasa,Beauté,Produit_Beauté_28,42.93,1,0.0,3.32,Virement,Google Ads,7.43,Livrée
CMD101036,2025-12-31,C0705,Abidjan,Beauté,Produit_Beauté_40,27.27,3,-0.1,2.92,Carte,Influenceur,11.9,Livrée
CMD101037,2025-11-08,C0065,Cotonou,Mode,Produit_Mode_24,36.19,1,0.15,03.07,Carte,Influenceur,16.79,Livrée
CMD101038,2025-11-18,C0001,Libreville,Électronique,Produit_Électronique_8,464.04,3,0.05,6.46,Virement,Instagram Ads,6.92,Livrée
CMD101039,2025-09-11,C0481,Kinshasa,Électronique,Produit_Électronique_41,579.15,2,0.01,09.06,Paiement à la livraison,Email,0.7,Livrée
CMD101040,2025-09-20,C0831,Cotonou,Beauté,Produit_Beauté_43,-50.0,2,0.07,9.92,Mobile Money,Google Ads,3.22,Livrée
CMD101041,2025-08-14,C0096,Kinshasa,Mode,Produit_Mode_27,25.6,2,0.2,4.58,Virement,Google Ads,6.82,Livrée
CMD101042,2025-08-09,C0343,Kinshasa,Mode,Produit_Mode_5,55.28,2,0.26,4.38,Carte,Instagram Ads,11.3,Livrée
CMD101043,2025-12-13,C0369,Kinshasa,electronique,Produit_Maison_9,114.93,2,0.15,6.24,Paiement à la livraison,Instagram Ads,08.05,Livrée
CMD101044,2025-07-22,C0212,Abidjan,Beauté,Produit_Beauté_40,25.38,2,0.2,4.64,Paiement à la livraison,Instagram Ads,10.89,Livrée
CMD101045,2025-08-16,C0217,Kinshasa,Beauté,Produit_Beauté_25,30.56,1,0.05,4.37,Paiement à la livraison,Google Ads,7.45,Livrée
CMD101046,2025-09-29,C0217,Kinshasa,Mode,Produit_Mode_47,28.08,3,0.15,2.2,Paiement à la livraison,Influenceur,13.95,Livrée
CMD101047,2025-08-30,C0551,Brazzaville,Mode,Produit_Mode_3,-2.34,2,0.19,4.23,Virement,Email,1.34,Livrée
CMD101048,2025-07-10,C0360,Dakar,Maison,Produit_Maison_45,151.91,2,0.01,3.46,Paiement à la livraison,Influenceur,15.25,Livrée
CMD101049,2025-07-21,C0374,Dakar,Mode,Produit_Mode_30,20.4,2,0.08,9.11,Virement,Email,0.89,Livrée
CMD101050,2025-11-10,C0312,Kinshasa,Beauté,Produit_Beauté_41,30.16,2,0.03,2.43,Paiement à la livraison,Influenceur,12.75,Livrée
CMD101051,2025-12-17,C0159,Abidjan,Mode,Produit_Mode_40,41.61,1,0.27,09.07,Virement,Instagram Ads,11.76,Livrée
CMD101052,2025-07-14,C1095,Abidjan,electronique,Produit_Électronique_30,362.92,2,0.04,8.4,Paiement à la livraison,Influenceur,16.86,Livrée
CMD101053,2025-11-09,C1175,Abidjan,Maison,Produit_Maison_23,115.55,3,0.1,8.71,Paiement à la livraison,Instagram Ads,5.69,Livrée
CMD101054,2025-09-14,C0018,Dakar,electronique,Produit_Mode_47,55.93,2,0.24,5.7,Virement,Email,1.18,Livrée
CMD101055,2025-11-22,C0322,Dakar,Mode,Produit_Mode_37,35.15,1,-0.1,7.43,Mobile Money,Influenceur,17.0,Livrée
CMD101056,2025-07-14,C0597,Douala,Mode,Produit_Mode_32,43.66,3,0.13,4.75,Virement,Instagram Ads,6.23,Livrée
CMD101057,2025-07-22,C0039,Kinshasa,Mode,Produit_Mode_17,44.11,3,0.12,3.21,Virement,Google Ads,4.43,Livrée
CMD101058,2025-08-03,C0563,Libreville,Mode,Produit_Mode_48,54.93,2,0.27,2.36,Carte,Instagram Ads,12.15,Livrée
CMD101059,2025-07-29,C1863,Dakar,Beauté,Produit_Beauté_43,29.6,1,0.03,3.21,Mobile Money,Influenceur,8.25,Livrée
CMD101060,2025-10-23,C0089,Abidjan,Beauté,Produit_Beauté_32,22.07,3,0.25,9.23,Mobile Money,Instagram Ads,8.51,Livrée
CMD101061,2025-08-16,C1765,Kinshasa,Électronique,Produit_Électronique_10,382.08,1,0.1,4.35,Carte,Instagram Ads,14.29,retournée
CMD101062,2025-11-30,C0315,Kinshasa,Maison,Produit_Maison_50,138.36,2,0.24,9.29,Paiement à la livraison,Instagram Ads,9.86,Livrée
CMD101063,2025-10-07,C0225,Cotonou,Beauté,Produit_Beauté_14,35.5,1,0.26,8.58,Mobile Money,Instagram Ads,11.94,Livrée
CMD101064,2025-11-25,C0706,Cotonou,Beauté,Produit_Beauté_49,29.2,1,-0.1,9.12,Virement,Instagram Ads,8.59,Livrée
CMD101065,2025-07-30,C0237,Brazzaville,Mode,Produit_Mode_31,05.05,2,0.25,3.73,Virement,Email,1.31,Livrée
CMD101066,2025-11-14,C0349,Abidjan,Électronique,Produit_Électronique_17,-50.0,3,0.13,3.76,Paiement à la livraison,Instagram Ads,6.44,Livrée
CMD101067,2025-08-07,C0222,Dakar,Mode,Produit_Mode_25,41.54,2,0.07,8.5,Paiement à la livraison,Instagram Ads,13.87,retournée
CMD101068,2025-12-21,C0271,Lomé,Électronique,Produit_Électronique_7,385.6,2,0.19,5.71,Carte,Instagram Ads,12.72,Livrée
CMD101069,2025-11-14,C1958,Libreville,Maison,Produit_Maison_22,83.67,2,0.05,05.06,Virement,Email,1.34,Livrée
CMD101070,2025-09-08,C0050,Kinshasa,Mode,Produit_Mode_30,28.31,3,0.22,7.56,Paiement à la livraison,Instagram Ads,09.09,Livrée
CMD101071,2025-12-20,C1503,Abidjan,Mode,Produit_Mode_34,30.59,2,0.24,8.58,Mobile Money,Google Ads,7.87,Livrée
CMD101072,2025-09-25,C0368,Abidjan,Mode,Produit_Mode_44,39.85,3,0.17,7.71,Carte,Instagram Ads,9.49,Livrée
CMD101073,2025-07-03,C0024,Abidjan,Électronique,Produit_Électronique_44,268.34,0,0.03,2.48,Carte,Email,0.56,Livrée
CMD101074,2025-10-23,C0371,Dakar,Maison,Produit_Maison_3,116.93,1,0.15,06.07,Mobile Money,Instagram Ads,10.08,Livrée
CMD101075,2025-07-07,C0116,Kinshassa,Beauté,Produit_Beauté_39,-50.0,1,0.06,9.65,Mobile Money,Influenceur,18.29,Livrée
CMD101076,2025-12-11,C0061,Lomé,Beauté,Produit_Beauté_25,22.03,3,0.19,8.96,Mobile Money,Instagram Ads,12.15,Livrée
CMD101077,2025-12-16,C1326,Abidjan,Beauté,Produit_Beauté_8,16.29,1,0.0,3.8,Mobile Money,Google Ads,5.35,Livrée
CMD101078,2025-12-26,C0150,Kinshasa,Mode,Produit_Mode_41,-50.0,2,0.22,7.72,Carte,Instagram Ads,13.96,Livrée
CMD101079,2025-10-25,C0566,Brazzaville,Beauté,Produit_Beauté_17,21.92,3,0.02,3.77,Virement,Influenceur,13.12,Livrée
CMD101080,2025-08-11,C0567,Kinshassa,Beauté,Produit_Beauté_25,-50.0,0,0.25,3.59,Paiement à la livraison,Instagram Ads,6.31,Livrée
CMD101081,2025-09-24,C0528,Douala,Beauté,Produit_Beauté_5,29.85,2,0.05,3.38,Paiement à la livraison,Influenceur,5.49,Livrée
CMD101082,2025-11-03,C0410,Douala,Électronique,Produit_Électronique_7,439.7,3,0.28,9.11,Paiement à la livraison,Instagram Ads,13.14,Livrée
CMD101083,2025-08-06,C0220,Lomé,Maison,Produit_Maison_29,149.99,3,0.04,8.62,Carte,Google Ads,4.37,Livrée
CMD101084,2025-12-31,C0017,Douala,Maison,Produit_Maison_50,127.11,3,0.06,4.66,Virement,Instagram Ads,11.29,Annulée
CMD101085,2025-10-23,C0254,Lomé,Mode,Produit_Mode_3,40.46,3,0.16,3.36,Carte,Google Ads,5.45,Livrée
CMD101086,2025-12-18,C0077,Dakar,Électronique,Produit_Électronique_37,364.8,1,0.04,4.7,Paiement à la livraison,Email,0.58,Livrée
CMD101087,2025-07-01,C0394,Kinshasa,Électronique,Produit_Électronique_26,-50.0,3,0.01,7.61,Paiement à la livraison,Google Ads,6.41,Livrée
CMD101088,2025-07-18,C0001,Lomé,Beauté,Produit_Beauté_8,3.87,2,0.09,2.92,Paiement à la livraison,Email,1.83,Livrée
CMD101089,2025-11-23,C0183,Douala,Électronique,Produit_Électronique_41,300.02,3,0.08,8.97,Carte,Google Ads,7.9,Livrée
CMD101090,2025-12-13,C0273,Kinshasa,Électronique,Produit_Électronique_6,209.54,3,0.08,6.14,Virement,Google Ads,4.9,Livrée
CMD101091,2025-10-26,C0593,Cotonou,Beauté,Produit_Beauté_36,-50.0,2,0.08,4.67,Mobile Money,Instagram Ads,7.4,Livrée
CMD101092,2025-07-11,C1353,Douala,Électronique,Produit_Électronique_41,505.96,2,0.1,4.48,Carte,Google Ads,7.84,Livrée
CMD101093,2025-12-24,C0043,Douala,Électronique,Produit_Électronique_9,461.99,3,0.06,4.98,Mobile Money,Email,0.87,Livrée
CMD101094,2025-07-10,C0368,Abidjan,Beauté,Produit_Beauté_32,21.99,1,0.07,5.43,Mobile Money,Google Ads,5.86,Livrée
CMD101095,2025-10-08,C0276,Dakar,Maison,Produit_Maison_35,116.85,1,0.09,9.82,Paiement à la livraison,Google Ads,7.8,Livrée
CMD101096,2025-10-24,C0033,Cotonou,Électronique,Produit_Électronique_22,445.47,1,0.09,03.02,Carte,Email,1.58,retournée
CMD101097,2025-07-11,C0108,Douala,Maison,Produit_Maison_44,113.34,3,0.1,6.99,Paiement à la livraison,Influenceur,7.37,Livrée
CMD101098,2025-11-15,C0296,Cotonou,Électronique,Produit_Électronique_3,572.04,3,0.03,7.57,Carte,Google Ads,3.13,Livrée
CMD101099,2025-08-06,C0009,Brazzaville,Électronique,Produit_Électronique_16,176.84,1,0.02,3.67,Carte,Influenceur,16.04,Livrée
CMD101100,2025-12-27,C0029,Dakar,Électronique,Produit_Électronique_20,572.41,2,0.01,4.22,Carte,Google Ads,07.04,Livrée
CMD101101,2025-07-25,C0087,Dakar,Mode,Produit_Mode_7,-50.0,2,0.18,6.6,Carte,Google Ads,4.13,Livrée
CMD101102,2025-07-30,C0315,Kinshasa,Électronique,Produit_Électronique_28,374.67,1,0.03,5.32,Mobile Money,Email,1.8,Livrée
CMD101103,2025-09-25,C1511,Brazzaville,Électronique,Produit_Électronique_8,369.43,3,0.07,6.69,Virement,Influenceur,4.52,Livrée
CMD101104,2025-12-23,C0070,Abidjan,Beauté,Produit_Beauté_49,29.51,3,-0.1,4.6,Mobile Money,Instagram Ads,7.53,Livrée
CMD101105,2025-07-12,C0171,Cotonou,Beauté,Produit_Beauté_10,20.63,1,0.27,9.84,Virement,Instagram Ads,12.43,Livrée
CMD101106,2025-10-15,C0189,Kinshassa,Beauté,Produit_Beauté_16,28.61,1,0.1,9.16,Paiement à la livraison,Email,1.66,Livrée
CMD101107,2025-11-26,C0051,Abidjan,Électronique,Produit_Électronique_50,472.76,3,0.08,4.67,Paiement à la livraison,Email,0.95,Livrée
CMD101108,2025-08-10,C0249,Kinshasa,Mode,Produit_Mode_12,65.88,2,0.12,8.1,Carte,Google Ads,3.57,Livrée
CMD101109,2025-07-23,C1215,Kinshasa,Mode,Produit_Mode_45,66.06,3,0.2,3.25,Paiement à la livraison,Instagram Ads,9.52,Livrée
CMD101110,2025-10-30,C0422,Kinshassa,Maison,Produit_Maison_34,155.38,1,0.01,8.26,Virement,Influenceur,12.31,Livrée
CMD101111,2025-10-24,C0089,Douala,Beauté,Produit_Beauté_46,33.81,0,0.05,08.03,Mobile Money,Google Ads,06.07,Livrée
CMD101112,2025-11-05,C0180,Abidjan,Beauté,Produit_Beauté_23,32.01,2,0.08,8.48,Virement,Google Ads,4.96,Livrée
CMD101113,2025-10-16,C0120,Cotonou,Mode,Produit_Mode_40,35.32,2,0.15,06.08,Carte,Email,1.57,Livrée
CMD101114,2025-10-01,C1105,Douala,Mode,Produit_Mode_18,14.62,2,0.26,3.4,Mobile Money,Influenceur,12.04,Livrée
CMD101115,2025-07-14,C0076,Brazzaville,Beauté,Produit_Beauté_32,31.37,1,-0.1,06.07,Paiement à la livraison,Instagram Ads,10.81,Livrée
CMD101116,2025-08-15,C0022,Brazzaville,Maison,Produit_Maison_19,85.47,2,0.22,2.8,Virement,Instagram Ads,10.5,Livrée
CMD101117,2025-08-23,C0171,Abidjan,Mode,Produit_Mode_3,70.6,1,0.26,2.54,Paiement à la livraison,Instagram Ads,8.56,Livrée
CMD101118,2025-07-27,C1894,Dakar,Électronique,Produit_Électronique_2,468.55,2,0.01,2.91,Mobile Money,Influenceur,5.45,Livrée
CMD101119,2025-11-02,C0036,Kinshasa,Électronique,Produit_Électronique_38,676.03,1,0.24,7.55,Paiement à la livraison,Instagram Ads,11.51,Livrée
CMD101120,2025-11-26,C0101,Douala,Mode,Produit_Mode_50,39.41,1,0.15,2.32,Mobile Money,Influenceur,9.94,Livrée
CMD101121,2025-07-29,C0050,Dakar,Mode,Produit_Mode_13,41.34,2,0.07,7.93,Paiement à la livraison,Influenceur,10.25,Livrée
CMD101122,2025-10-05,C0150,Dakar,Mode,Produit_Mode_4,35.98,3,0.21,4.71,Paiement à la livraison,Google Ads,5.99,Livrée
CMD101123,2025-10-20,C0312,Cotonou,Mode,Produit_Mode_24,3.47,2,0.3,6.79,Paiement à la livraison,Email,0.88,Livrée
CMD101124,2025-08-04,C0099,Abidjan,Électronique,Produit_Électronique_13,414.87,3,0.17,7.36,Virement,Instagram Ads,14.89,Livrée
CMD101125,2025-09-24,C0354,Lomé,Électronique,Produit_Électronique_9,473.8,3,0.13,02.07,Virement,Instagram Ads,11.84,Livrée
CMD101126,2025-07-29,C0939,Abidjan,Maison,Produit_Maison_15,67.18,2,0.07,2.73,Virement,Email,0.57,Livrée
CMD101127,2025-09-14,C1616,Dakar,Électronique,Produit_Électronique_37,446.3,1,0.18,4.73,Mobile Money,Instagram Ads,12.93,Livrée
CMD101128,2025-11-19,C0177,Douala,Beauté,Produit_Beauté_38,21.78,1,0.1,6.3,Mobile Money,Instagram Ads,11.56,Livrée
CMD101129,2025-10-30,C0571,Lomé,Électronique,Produit_Électronique_48,443.76,2,0.17,6.87,Paiement à la livraison,Instagram Ads,12.75,retournée
CMD101130,2025-09-02,C0222,Cotonou,Électronique,Produit_Électronique_37,239.07,3,0.15,2.51,Mobile Money,Instagram Ads,8.7,Livrée
CMD101131,2025-07-02,C0022,Douala,Beauté,Produit_Beauté_47,17.9,3,0.19,08.05,Paiement à la livraison,Instagram Ads,10.01,Annulée
CMD101132,2025-11-07,C0271,Brazzaville,Mode,Produit_Mode_29,52.97,0,0.23,02.03,Carte,Instagram Ads,6.28,Livrée
CMD101133,2025-11-04,C0285,Douala,Mode,Produit_Mode_14,23.02,1,0.15,3.74,Paiement à la livraison,Email,2.0,Livrée
CMD101134,2025-08-03,C0122,Brazzaville,Maison,Produit_Maison_2,152.91,2,0.01,4.93,Carte,Influenceur,16.5,Livrée
CMD101135,2025-10-31,C0331,Abidjan,electronique,Produit_Maison_30,133.41,1,0.03,8.87,Carte,Google Ads,5.78,Livrée
CMD101136,2025-10-27,C1790,Kinshasa,Beauté,Produit_Beauté_24,24.05,1,0.29,8.66,Mobile Money,Instagram Ads,9.83,Livrée
